122 14274 5274 W
123 11437 8693 W
124 8379 2800 I
125 3649 8519 I
126 7987 4818 I
127 11110 4425 I
128 7288 5874 I
129 5917 8753 I
130 8345 13665 W
131 8618 12004 W
132 8612 9146 W
133 11295 4353 I
134 2816 9197 L
135 5195 6413 I
136 11036 5854 W
137 10291 7220 W
138 7338 8790 I
139 8141 2426 I
140 13780 5212 W
141 10131 2923 I
142 11033 3587 I
143 7726 7486 I
144 8862 6636 I
145 7716 11258 W
146 9887 3619 I
147 5222 10198 I
148 5098 6448 I
149 3566 10578 I
150 10962 6975 W
151 6533 9672 W
152 6179 5832 I
153 9987 11009 W
154 8635 5385 I
155 8553 8020 I
156 10364 8893 W
157 11326 4389 I
158 4090 10272 I
159 3608 6940 I
160 4116 6605 I
161 11330 4047 I
162 4712 5047 I
163 14888 6410 W
164 9307 5288 I
165 4930 3503 I
166 11474 4425 I
167 5239 7037 I
168 11242 11272 W
169 13915 8165 W
170 11377 8483 W
171 1187 9211 L
172 11947 10936 W
173 10775 13029 W
174 8220 8953 W
175 12644 10253 W
176 11302 12079 W
177 11137 12481 W
178 11861 6922 W
179 6669 9688 W
180 7285 11212 W
181 10012 14033 W
182 11038 9946 W
183 9279 7698 W
184 6804 11007 W
185 9089 12850 W
186 8396 11442 W
187 10284 7193 W
188 13685 5623 W
189 7903 9729 W
190 9648 6493 W
191 7116 10487 W
192 11049 10020 W
193 13355 6898 W
194 10409 5273 W
195 9830 10657 W
196 12315 4600 W
197 7908 10152 W
198 11303 12499 W
199 12278 6808 W
200 7824 10581 W
201 13773 5871 W
202 10913 7519 W
203 13132 6758 W
204 2188 8205 L
205 2431 7679 L
206 3754 5549 L
207 2759 9023 L
208 4329 4122 L
209 7455 7035 I
210 10518 2751 I
211 13047 5729 W
212 5292 8251 I
213 10257 12534 W
214 4212 5249 L
215 14135 11017 W
216 5683 3892 I
217 4711 4787 L
218 8197 12326 W
219 8992 8459 W
220 5363 7946 I
221 8816 3312 I
222 7636 9242 W
223 11637 7660 W
224 14228 8674 W
225 9735 9776 W
226 5861 7605 I
227 7528 9291 W
228 6157 6454 I
229 14228 4610 W
230 10474 9769 W
231 14048 4663 W
232 4129 5673 L
233 8095 12533 W
234 4768 10181 I
235 6816 3134 I
236 7125 9360 W
237 7135 7591 W
238 9609 3880 I
239 5594 10307 I
240 14530 11132 W
241 9125 4745 I
242 4947 12789 W
243 10144 8849 W
244 5064 6512 I
245 9370 5398 I
246 6012 11122 W
247 4644 12808 W
248 12425 11875 W
249 9724 11802 W
250 7783 10232 W
251 12813 9636 W
252 9984 2884 I
253 9358 10769 W
254 7314 3700 I
255 10130 4515 I
256 10446 3802 I
257 8752 12687 W
258 14139 10140 W
259 5142 4270 L
260 10703 10822 W
261 4724 7848 I
262 4425 9648 I
263 6719 13009 W
264 8586 11696 W
265 7314 3200 I
266 7552 12790 W
267 6748 11084 W
268 9310 5028 I
269 10693 3023 I
270 6778 7535 I
271 7254 12572 W
272 12594 9182 W
273 6448 6268 I
274 11277 9476 W
275 6077 8538 I
276 14015 11400 W
277 8538 10715 W
278 6071 8542 I
279 7469 6087 I
280 9640 11792 W
281 11751 12555 W
282 4113 3996 L
283 5159 7372 I
284 6082 11522 W
285 12010 3595 W
286 4964 7610 I
287 8276 11002 W
288 8961 5768 W
289 11351 9532 W
290 13096 3411 W
291 5540 6067 I
292 6456 6102 I
293 10190 3431 I
294 10871 4068 I
295 5016 11139 I
296 13697 8765 W
297 5201 3839 I
298 11168 6037 W
299 9408 6410 W
300 7980 8476 W
301 10629 10349 W
302 10412 4169 I
303 6588 9039 W
304 13477 3616 W
305 9950 3066 I
306 13626 9732 W
307 13936 5192 W
308 8830 5255 I
309 10873 9953 W
310 8995 13119 W
311 9204 8159 W
312 6442 4767 I
313 13612 4662 W
314 8455 5370 I
315 6032 12941 W
316 10621 3535 I
317 11551 9319 W
318 6536 3059 I
319 5744 6685 I
320 7856 5046 I
321 12601 9594 W
322 4606 9834 I
323 8038 4136 I
324 5423 13195 W
325 14280 6835 W
326 6027 7882 I
327 4351 9380 I
328 12157 3103 I
329 4365 6486 I
330 9058 5880 W
331 4477 12301 W
332 13065 5884 W
333 4015 5464 L
334 10381 5631 W
335 13016 4417 W
336 5004 6212 I
337 9555 6827 W
338 13166 5136 W
339 4695 6465 I
340 5660 6732 I
341 9966 10388 W
342 13498 5192 W
343 8111 4084 I
344 8289 11351 W
345 14179 12170 W
346 8206 7168 W
347 9176 9129 W
348 7824 8117 W
349 4286 6982 I
350 14784 12041 W
351 6609 2981 I
352 8963 13094 W
353 9739 4672 I
354 11541 5525 W
355 6140 12554 W
356 6199 7148 I
357 4338 7990 I
358 4928 8938 I
359 8863 4810 I
360 6728 3293 I
361 7476 3773 I
362 5794 6039 I
363 5535 7418 I
364 5609 4732 I
365 8169 12224 W
366 5916 7471 I
367 10031 10140 W
368 5790 3346 L
369 13909 8901 W
370 13296 12315 W
371 5630 13405 W
372 4384 4029 L
373 7400 8197 W
374 6150 10478 W
375 5121 8649 I
376 8108 13046 W
377 4231 6749 I
378 12416 3951 W
379 10076 11698 W
380 9935 10542 W
381 13365 11901 W
382 11021 5758 W
383 11735 8795 W
384 9707 6906 W
385 11914 3562 W
386 11176 8965 W
387 6453 10575 W
388 6974 7326 I
389 7670 4348 I
390 10359 4894 I
391 5895 5419 I
392 4206 3841 L
393 6894 5453 I
394 8936 5103 I
395 5103 3453 I
396 4542 10775 I
397 6531 4193 L
398 11685 2856 I
399 9607 5210 I
400 8393 5038 I
401 7282 7169 I
402 6560 6336 I
403 8937 3694 I
404 4284 9768 I
405 5084 3838 L
406 6608 5550 I
407 6154 8433 I
408 8039 3544 I
409 8950 3150 I
410 4012 5129 I
411 5748 3648 L
412 4184 7641 I
413 4265 9974 I
414 5413 5291 I
415 6887 3256 I
416 5614 6708 I
417 9187 4441 I
418 3883 3246 L
419 5305 9324 I
420 4397 5964 I
421 5691 10448 I
422 4312 4116 L
423 4719 3231 L
424 6349 3897 L
425 3949 6908 L
426 3871 6140 L
427 6417 4110 L
428 4892 3325 L
429 4187 5352 L
430 5635 3578 L
431 4508 3190 L
432 6657 3684 L
433 5758 3557 L
434 5330 5099 L
435 9896 7501 L
436 8301 12055 L
437 10390 6656 I
438 10832 4843 L
439 5430 3627 L
440 5710 6475 L
441 13591 9652 I
442 8436 7225 L
443 10484 5579 I
444 11183 8892 I
445 5289 10006 L
446 7799 11644 L
447 8142 7570 L
448 11760 12391 I
449 7443 6931 L
450 10455 6102 I
451 6576 10305 L
452 6188 11845 L
453 8004 9118 L
454 12851 7169 I
455 12237 11977 I
456 10123 6106 I
457 9484 6934 I
458 11756 3697 L
459 14704 5923 I
460 12697 10798 I
461 10599 10652 I
462 6550 7130 L
463 14127 11048 I
464 7520 12798 L
465 5284 3726 L
466 5805 8515 L
467 11585 4290 I
468 4708 12717 I
469 13470 5507 I
470 4942 9761 L
471 14777 11959 I
472 6146 13470 L
473 13512 13190 I
474 7788 9084 L
475 7193 6105 L
476 8027 4196 L
477 5550 9217 L
478 13182 4726 I
479 12265 13597 I
480 9789 9794 I
481 5241 13114 L
482 10087 12556 I
483 6390 10230 L
484 9398 5534 I
485 7052 8275 L
486 12039 3514 L
487 4929 6819 L
488 6076 11262 L
489 5381 8043 L
490 7282 8374 L
491 4808 3533 L
492 12579 8807 I
493 8385 11482 I
494 8755 11244 L
495 11068 8113 I
496 13340 3905 I
497 12085 11763 I
498 11461 8294 I
499 11438 13225 I
500 14325 8743 I
501 9348 10956 I
502 12409 9658 I
503 9151 5804 I
504 7931 5215 L
505 14847 5757 I
506 8615 8034 L
507 4860 5235 L
508 5620 7624 L
509 5884 6812 L
510 14149 8505 I
511 7762 10044 L
512 13900 7374 I
513 14522 7008 I
514 8584 9619 I
515 10466 13427 I
516 13069 7224 I
517 11241 10414 I
518 12363 5523 I
519 8567 3655 L
520 11359 3479 L
521 4981 7029 L
522 9795 4832 L
523 10202 4790 L
524 7492 10276 L
525 13773 12193 I
526 6879 10353 L
527 4710 13340 L
528 9906 5709 I
529 8602 6724 L
530 10247 7011 I
531 13042 6676 I
532 11294 7701 I
533 4871 8852 L
534 10156 12291 I
535 9880 5610 L
536 12582 4082 L
537 7047 5477 L
538 12259 6878 I
539 10903 12729 I
540 6461 9738 L
541 6642 10299 L
542 14295 3523 I
543 11432 13072 I
544 11660 4653 I
545 14529 11222 I
546 11157 5583 L
547 10059 5378 L
548 10557 13592 I
549 10553 6624 I
550 14982 11290 I
551 13708 12678 I
552 7281 4514 L
553 13754 8709 I
554 9400 8791 L
555 5693 5637 L
556 6386 5740 L
557 9371 9990 L
558 14667 10863 I
559 5916 7291 L
560 13221 9547 I
561 7057 5430 L
562 14769 13458 W
563 14028 6410 I
564 7691 13029 I
565 11322 10601 I
566 13217 12820 I
567 14500 11303 I
568 11959 11128 I
569 9158 11653 I
570 13461 5492 I
571 7994 4983 L
572 9046 8577 L
573 6841 7122 L
574 13556 10808 I
575 9032 10367 I
576 7834 3976 L
577 7799 4675 L
578 13866 12051 I
579 10871 10517 I
580 9804 6796 L
581 12093 3623 I
582 6284 4171 L
583 7936 4125 L
584 9988 9403 I
585 11513 13188 I
586 8955 11131 I
587 9398 11819 I
588 7376 9029 L
589 10338 3720 L
590 14210 13445 W
591 5787 8424 L
592 4949 5932 L
593 5934 4386 L
594 9100 9343 L
595 12980 11690 I
596 5688 8551 L
597 8522 6465 L
598 11122 7823 I
599 4907 6740 L
600 6727 8000 L
601 13657 12118 I
602 8843 4125 L
603 7597 9316 L
604 11972 6493 I
605 10941 11759 I
606 14861 12821 W
607 11782 9505 I
608 10767 8827 I
609 11488 3975 I
610 9460 8051 I
611 7673 6712 L
612 12328 10507 I
613 8988 9714 L
614 5011 11085 L
615 8008 9045 L
616 13610 8909 I
617 13632 8913 I
618 6812 13158 L
619 7660 4807 L
620 5162 9854 L
621 9552 6582 I
622 13174 6849 I
623 8694 12401 L
624 12943 13145 I
625 6462 10584 L
626 14895 7284 I
627 13871 3924 I
628 14153 11670 I
629 14349 12237 I
630 10481 6013 I
631 8258 4445 L
632 5536 3801 L
633 6482 10999 L
634 4907 10579 L
635 8117 10028 L
636 5290 9674 L
637 6744 8642 L
638 14572 12687 W
639 14902 12444 W
640 14911 12496 W
641 14713 13000 W
642 9816 14186 W
643 3223 9609 I
644 6566 7885 I
645 5748 5057 I
646 11746 8731 W
647 4381 6602 I
648 6959 4585 I
649 7263 10042 I
650 10024 7152 I
651 9308 4480 I
652 9959 3200 I
653 5008 10994 I
654 9382 11487 W
655 13404 6966 W
656 2128 8736 I
657 11005 11258 W
658 10311 13963 W
659 11565 9988 W
660 6075 4154 I
661 7300 11102 I
662 7638 6490 I
663 11692 3960 I
664 10469 13702 W
665 10095 5654 I
666 8476 13185 W
667 7189 8921 I
668 13236 5894 W
669 8700 11230 W
670 3202 6328 I
671 11475 12020 W
672 13067 8059 W
673 14458 5945 W
674 5638 3922 I
675 8601 3469 I
676 4689 8862 I
677 2844 6229 I
678 9596 4058 I
679 9827 7782 I
680 13876 6214 W
681 12013 3996 W
682 7831 7431 I
683 7079 5732 I
684 10816 9138 W
685 12888 9298 W
686 2866 8833 I
687 13647 4977 I
688 5595 10186 I
689 2442 7638 I
690 2585 7811 I
691 3541 9379 I
692 4859 9877 I
693 3486 6988 I
694 12098 7445 I
695 7575 6737 I
696 8445 9969 I
697 5397 2606 I
698 6147 1836 I
699 7425 12649 W
700 5042 6501 I
701 8458 11978 W
702 8655 3753 I
703 6901 9369 I
704 6109 2848 I
705 10984 7591 I
706 12125 10300 W
707 11044 7793 I
708 8929 9576 I
709 7029 4622 I
710 9286 3275 I
711 7186 3605 I
712 12269 5469 W
713 13969 5443 W
714 7960 4432 I
715 10410 10409 W
716 6284 5001 I
717 3688 9936 I
718 9622 9395 W
719 10598 6666 I
720 5687 11449 I
721 10187 6731 I
722 3633 5632 I
723 1532 9543 I
724 2430 8785 I
725 6535 6386 I
726 7832 4490 I
727 12085 8137 W
728 13784 6595 W
729 9968 8909 W
730 5410 6046 I
731 9192 5799 I
732 8755 9864 I
733 5218 11066 I
734 8683 11123 W
735 11211 7229 I
736 13174 6781 W
737 7312 5859 I
738 7342 6032 I
739 6044 10430 I
740 10089 3089 I
741 3885 8112 I
742 9830 12904 W
743 11482 6832 I
744 8864 7088 I
745 7662 7148 I
746 6799 5886 I
747 5065 9526 I
748 10017 7226 I
749 11515 11237 W
750 5308 8615 I
751 6865 5527 I
752 3509 9392 I
753 10954 5468 I
754 11360 7259 I
755 7833 7484 I
756 5151 8669 I
757 8684 12765 W
758 5961 6020 I
759 6426 2183 I
760 5138 11725 I
761 7465 11638 W
762 8996 5883 I
763 12524 9531 W
764 12153 8897 W
765 11152 10794 W
766 7689 6763 I
767 7525 7059 I
768 11091 12675 W
769 9393 5682 I
770 9261 9814 I
771 10036 12252 W
772 10811 11432 W
773 5926 5886 I
774 7415 8464 I
775 6824 5773 I
776 11352 8621 W
777 8695 7108 I
778 9150 3765 I
779 8814 10168 I
780 12153 4696 I
781 7049 10366 I
782 3860 6704 I
783 12360 10396 W
784 8545 12659 W
785 11699 11638 W
786 9264 13481 W
787 10415 10002 W
788 11928 10397 W
789 12721 7800 W
790 11902 8591 W
791 10857 10231 W
792 10200 9476 W
793 11071 9914 W
794 12877 7327 W
795 10529 11671 W
796 9107 11132 W
797 13837 7654 W
798 7752 12012 W
799 12585 6634 W
800 13291 8243 W
801 7999 12916 W
802 12723 8428 W
803 9128 12645 W
804 11571 11689 W
805 13608 5115 W
806 9371 11705 W
807 13006 6815 W
808 9105 13728 W
809 9801 14200 W
810 14240 6975 W
811 14337 6081 W
812 13704 5008 W
813 14037 5987 W
814 11454 11783 W
815 9265 12844 W
816 11807 10886 W
817 13741 7706 W
818 9338 10079 W
819 9144 13386 W
820 10510 12187 W
821 10245 10661 W
822 10664 8541 W
823 12577 8201 W
824 7011 12469 W
825 13396 8539 W
826 9532 13255 W
827 8561 11331 W
828 10216 9514 W
829 11604 9394 W
830 11050 9349 W
831 10234 14054 W
832 12118 5243 W
833 12338 8552 W
834 10576 12685 W
835 13095 9003 W
836 13360 8410 W
837 13027 4739 W
838 13593 7206 W
839 11081 8591 W
840 6094 11896 W
841 9043 13261 W
842 11422 2916 W
843 5660 11202 W
844 8377 11907 W
845 11892 7730 W
846 14104 10588 W
847 5109 4734 I
848 14138 10697 W
849 5509 11950 W
850 11933 8669 W
851 11347 2578 W
852 3791 7223 I
853 4966 7355 I
854 14056 6649 W
855 4906 8851 W
856 4880 6513 I
857 12174 10788 W
858 7122 11246 W
859 12720 11757 W
860 11970 2529 W
861 8133 11908 W
862 10686 12719 W
863 12909 8834 W
864 13863 6248 W
865 10961 9365 W
866 7942 7573 W
867 4106 3954 I
868 7695 12890 W
869 11057 4073 W
870 4685 13423 W
871 13465 10230 W
872 4158 3774 I
873 13279 4949 W
874 6091 6312 I
875 9182 10669 W
876 11247 4715 W
877 13636 2666 W
878 7256 11168 W
879 8288 8022 W
880 6679 3742 I
881 9745 8685 W
882 9905 5562 W
883 8122 8447 W
884 5316 8176 W
885 6345 3476 I
886 4483 8174 I
887 9893 2963 I
888 9152 12644 W
889 12915 11372 W
890 5066 10368 W
891 8278 5828 W
892 13314 11987 W
893 8334 11151 W
894 13607 4523 W
895 11947 8643 W
896 8850 3673 W
897 9445 5752 W
898 10124 7855 W
899 9674 10171 W
900 10872 12395 W
901 8711 11908 W
902 11805 3880 W
903 14152 10976 W
904 5356 3934 L
905 5243 9525 W
906 11955 3952 W
907 6954 8816 W
908 8390 9193 W
909 11617 6687 W
910 13225 8801 W
911 8413 6330 W
912 7786 5169 I
913 12675 7357 W
914 6451 5976 I
915 12821 7866 W
916 8260 12802 W
917 11049 7173 W
918 11895 9536 W
919 5025 11602 W
920 12406 4832 W
921 4141 9210 I
922 5439 7967 W
923 13005 5766 W
924 7569 12069 W
925 9141 5994 W
926 7281 9800 W
927 7668 4605 I
928 13707 3214 W
929 4717 3641 L
930 9852 12206 W
931 10345 12369 W
932 13139 8970 W
933 10125 3197 I
934 14325 8196 W
935 12728 3984 W
936 7130 6645 W
937 13493 8426 W
938 11041 10264 W
939 13058 11892 W
940 13983 6855 W
941 6717 12866 W
942 10520 11474 W
943 4413 8494 I
944 13171 8923 W
945 12741 5944 W
946 5693 12980 W
947 7144 8531 W
948 11349 4114 W
949 6861 9643 W
950 13257 9817 W
951 10619 10909 W
952 5936 4247 I
953 4231 6930 I
954 8452 3004 I
955 8147 9990 W
956 7956 3760 I
957 14145 6555 W
958 11633 10848 W
959 8838 6268 W
960 5105 6719 I
961 9466 4744 W
962 4313 7260 I
963 6083 11068 W
964 13470 5879 W
965 9831 5651 W
966 5124 11886 W
967 6065 6463 I
968 5855 7080 I
969 4119 3526 I
970 4757 3477 L
971 3636 5810 I
972 4033 6501 I
973 5937 3095 I
974 4817 8219 I
975 6927 3612 I
976 9818 2677 I
977 7732 4214 I
978 4264 5131 I
979 3842 4203 I
980 3927 8309 I
981 9676 3376 I
982 5376 3813 L
983 6126 4217 I
984 4401 6583 I
985 4835 6953 I
986 6557 3894 I
987 9885 2811 I
988 5095 7591 I
989 7008 4699 I
990 7187 4559 I
991 10043 3274 I
992 4394 8572 I
993 5852 3198 I
994 8688 4283 I
995 6136 3705 I
996 7091 5112 I
997 7546 4569 I
998 5444 4338 I
999 5780 7295 I
1000 4542 8148 I
1001 5457 6686 I
1002 10081 2558 I
1003 5895 4467 I
1004 4548 3489 L
1005 5883 4252 I
1006 7479 3530 I
1007 8655 4495 I
1008 3735 3603 I
1009 6567 5523 I
1010 5721 6212 I
1011 5328 3053 L
1012 9479 3045 I
1013 8756 4091 I
1014 3708 5688 I
1015 5238 7259 I
1016 8042 2941 I
1017 4094 8841 I
1018 4436 7649 I
1019 4338 3468 I
1020 6880 4871 I
1021 5301 7641 I
1022 5917 4914 I
1023 6181 3285 I
1024 8537 3897 I
1025 7733 5248 I
1026 9967 2973 I
1027 8581 4397 I
1028 10069 3255 I
1029 6346 5937 I
1030 8160 2815 I
1031 8695 3143 I
1032 6672 4022 I
1033 7632 4773 I
1034 8471 3559 I
1035 5496 5199 I
1036 6091 6404 I
1037 3911 7045 I
1038 5511 3587 I
1039 4053 9214 I
1040 3905 6601 I
1041 5717 4518 I
1042 4813 3772 L
1043 4892 4726 I
1044 4198 5866 I
1045 4770 7238 I
1046 7630 3210 I
1047 11274 4714 I
1048 14662 4194 I
1049 14396 10764 W
1050 8552 5675 L
1051 9033 8588 I
1052 13364 11598 I
1053 10237 4332 L
1054 6611 5500 L
1055 6885 7687 L
1056 10168 10206 I
1057 11610 8032 I
1058 14799 10375 I
1059 8457 3656 L
1060 6755 4035 L
1061 11922 12720 I
1062 6972 8936 L
1063 10269 12768 I
1064 8467 12310 I
1065 10067 11136 I
1066 6527 13261 L
1067 11304 4278 I
1068 11488 12675 I
1069 14701 6764 I
1070 7957 9726 L
1071 9549 12897 I
1072 10886 4741 I
1073 12046 10735 I
1074 5877 13316 L
1075 7717 10547 L
1076 10309 7807 I
1077 10460 13196 I
1078 5912 7020 L
1079 12504 10135 I
1080 8752 7641 L
1081 9411 4032 I
1082 15061 13344 W
1083 12991 6251 I
1084 12226 12941 I
1085 8464 13640 I
1086 12764 6691 I
1087 13403 4555 I
1088 6027 3841 L
1089 8927 6517 L
1090 14309 5273 I
1091 8743 5034 L
1092 14014 7345 I
1093 4811 10917 L
1094 11434 11461 I
1095 12307 12804 I
1096 12868 8710 I
1097 11195 7776 I
1098 8935 7595 I
1099 8583 3460 L
1100 5621 10222 L
1101 12125 7346 I
1102 9967 7636 I
1103 11078 12302 I
1104 12277 8136 I
1105 5962 8970 L
1106 12474 11974 I
1107 8289 3437 L
1108 12668 9303 I
1109 6833 6414 L
1110 6604 12621 L
1111 9450 3416 L
1112 12600 10214 I
1113 14530 7471 I
1114 5963 9897 L
1115 10678 4199 I
1116 14509 5695 I
1117 4860 5582 L
1118 11273 13413 I
1119 11121 9380 I
1120 10710 10215 I
1121 9688 8983 I
1122 9423 5305 L
1123 13056 3475 I
1124 6459 12870 L
1125 12193 10814 I
1126 6608 10302 L
1127 12244 4871 I
1128 6217 5979 L
1129 9928 4676 I
1130 7578 7624 L
1131 13580 5815 I
1132 8455 5382 L
1133 7712 7606 L
1134 9613 6031 L
1135 6465 12132 L
1136 13819 9178 I
1137 7708 10179 L
1138 5622 9284 L
1139 10643 6072 L
1140 6690 12682 L
1141 8226 12740 I
1142 7180 7446 L
1143 6721 10432 L
1144 7900 13176 I
1145 13331 11496 I
1146 14293 6242 I
1147 13161 6022 I
1148 6329 5188 L
1149 11346 7657 I
1150 7872 11035 L
1151 6161 4616 L
1152 8400 8727 L
1153 7469 10270 L
1154 9616 12406 I
1155 8148 4114 L
1156 4962 12956 L
1157 8067 4280 L
1158 10751 12052 I
1159 11666 6279 I
1160 12526 12081 I
1161 14537 9337 I
1162 7906 11836 I
1163 7703 6651 L
1164 5056 10227 L
1165 8542 12971 I
1166 13809 5765 I
1167 9977 11038 I
1168 10553 11847 I
1169 5592 9514 L
1170 10362 6721 L
1171 6767 13022 W
1172 8832 10203 I
1173 13934 5807 I
1174 9024 7251 I
1175 10127 5340 I
1176 14408 13091 W
1177 13113 3833 I
1178 12134 5365 I
1179 11098 8006 I
1180 13733 4637 I
1181 7080 5020 L
1182 13008 5809 I
1183 4879 10718 L
1184 6797 6672 L
1185 5493 9099 L
1186 8485 9004 L
1187 11958 5528 I
1188 8300 8984 I
1189 10859 11168 I
1190 6993 8743 L
1191 9358 3783 L
1192 10768 4576 L
1193 5302 13513 W
1194 5469 7915 L
1195 10417 5729 I
1196 7812 10361 L
1197 11114 10762 I
1198 14623 11596 W
1199 7260 12178 L
1200 7127 10227 I
1201 6122 6270 L
1202 5434 3508 L
1203 7952 8172 L
1204 5129 12899 L
1205 5427 5172 L
1206 7807 7677 L
1207 6189 3501 L
1208 13202 11790 I
1209 8920 4649 L
1210 10930 8300 I
1211 14598 8503 I
1212 11536 12667 I
1213 13318 8402 I
1214 5478 10264 L
1215 13892 12866 W
1216 13085 6714 I
1217 7284 9627 L
1218 10539 10781 I
1219 8136 13348 I
1220 11819 4150 I
1221 5109 12642 L
1222 11999 7585 I
1223 14444 11103 W
1224 4752 5991 L
1225 12937 7277 I
1226 11624 7157 I
1227 13681 4009 I
1228 7465 7091 L
1229 12088 11422 I
1230 13246 5640 I
1231 4770 12326 L
1232 11619 12400 I
1233 8413 10277 L
1234 8476 4586 L
1235 9391 7133 L
1236 5935 10690 L
1237 8574 6524 L
1238 7911 8666 L
1239 7772 4655 L
1240 13586 12974 W
1241 5468 4064 L
1242 6602 5218 L
1243 7924 6961 L
1244 9775 6065 L
1245 8126 6198 L
1246 9031 4289 L
1247 6740 12122 L
1248 8294 4080 L
1249 6405 12067 L
1250 5577 13149 L
1251 5757 8776 L
1252 14410 12833 W
1253 6058 11516 L
1254 6714 12813 L
1255 9788 6027 L
1256 8553 8327 L
1257 14998 11991 W
1258 13301 13077 W
1259 14174 11466 W
1260 13723 13181 W
1261 14827 11566 W
1262 15140 12930 W
1263 14607 12280 W
1264 14842 13458 W
1265 14868 12431 W
1266 13959 12717 W
1267 6623 12902 W
1268 14203 12662 W
1269 14007 12168 W
1270 14018 13368 W
1271 5612 11934 W
1272 4918 6749 I
1273 12157 7938 W
1274 10437 4194 I
1275 3851 6190 I
1276 9541 8947 W
1277 4661 2912 I
1278 10994 3299 I
1279 6416 4641 I
1280 6475 1856 I
1281 9171 13535 W
1282 6953 10286 W
1283 7608 3625 I
1284 6223 1998 I
1285 6192 2578 I
1286 6656 10745 W
1287 9543 2754 I
1288 7846 4719 I
1289 5733 6815 W
1290 11341 5735 W
1291 5192 4723 I
1292 13153 5916 W
1293 11482 8484 W
1294 1330 8824 I
1295 7149 9953 W
1296 2961 5867 I
1297 9915 5635 I
1298 3935 5810 I
1299 8621 3286 I
1300 8392 9335 W
1301 5840 5504 I
1302 10882 5300 I
1303 6515 4466 I
1304 4078 9921 I
1305 11692 6150 W
1306 6915 8845 W
1307 7767 7656 I
1308 10722 9353 W
1309 2771 9248 I
1310 12094 10346 W
1311 8633 8010 W
1312 13867 5360 W
1313 5509 4309 I
1314 4340 7778 I
1315 9516 13677 W
1316 4161 3945 I
1317 8032 7448 I
1318 5097 2564 I
1319 3479 9878 I
1320 11167 7953 W
1321 12099 5705 W
1322 11609 7662 W
1323 2514 6933 I
1324 7782 3351 I
1325 9548 12943 W
1326 3245 10616 W
1327 4519 7672 I
1328 7707 8255 W
1329 10341 8733 W
1330 5710 988 I
1331 7447 4529 I
1332 7798 4993 I
1333 3326 9542 I
1334 5706 5715 I
1335 5398 11301 W
1336 9950 9583 W
1337 10472 9623 W
1338 9556 6957 W
1339 9263 10175 W
1340 2694 8909 I
1341 3683 6881 I
1342 14226 5654 W
1343 7707 12121 W
1344 13041 8302 W
1345 9588 12115 W
1346 8017 7223 I
1347 5757 7248 I
1348 11378 10315 W
1349 7833 2577 I
1350 11433 5412 W
1351 11296 4706 W
1352 4029 10654 W
1353 7845 8456 W
1354 8224 9585 W
1355 1922 8906 I
1356 8416 13308 W
1357 9937 8965 W
1358 9461 2902 I
1359 5709 4673 I
1360 11358 4535 W
1361 6136 8570 W
1362 5227 3809 I
